ItemID,Name,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,TotalCarbohydrate,DietaryFiber,Sugars,Protein,Calcium,Iron,IsVegetarian,Ingredients,Allergens
df9ecd4d-6946-49e2-a65b-85e92bb74ddb,Hawaiian Chicken Salad,1/3 Cup,136.3045,8.8679,0.7829,20.9543,319.3377,8.1257,0.7925,6.1453,6.4987,10.8248,0.2174,False,"Diced Chicken (Boneless Skinless Chicken Breast Meat With Rib Meat, Water, Seasoning (Modified Food Starch, Food Starch, Pea Protein Isolate, Carrageenan), Salt, Sodium Phosphates.), Pineapple Tidbits (Pineapple, Pineapple Juice.), Miracle Whip (Water, Soybean Oil, High Fructose Corn Syrup, Vinegar, Modified Cornstarch, Eggs, Salt, Natural Flavor, Mustard Flour, Potassium Sorbate As A Preservative, Paprika, Spice, Dried Garlic.), Celery, Pecan Pieces, Vinegar White, Granulated Sugar (Sugar.), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Yellow Onion, Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine), Garlic Powder (Garlic Powder.), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine), Ground White Pepper","['Eggs', 'Soy', 'Tree Nuts']"
4a0caa56-f47c-4454-a6d1-076142acfc98,Leaf Lettuce,1 Leaf,1.769,0.0177,0.0024,0mg,3.3021,0.3385,0.1533,0.092,0.1604,4.2456,0.1014,True,Green Leaf Lettuce.,"['Vegetarian', 'Vegan']"
0bc9d39f-5e44-47df-820b-64f0c23c551d,Hash Brown,Each,75.7195,3.0288,0.3786,0mg,274.4589,10.6008,0.7572,0g,0.7572,,0.3029,True,"Potato Hash Brown Triangle 2oz (Potatoes, Vegetable Oil (Soybean, Canola, And/Or Cottonseed Oils), Contains Less Than 2% Of Dextrose, Salt, Disodium Dihydrogen Pyrophosphate (To Maintain Natural Color).), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine)","['Soy', 'Vegetarian', 'Vegan']"
27cc6a95-00d8-4ae4-a6ba-b943f900a72c,Bone In Italian Chicken Breast,Serving,320.3667,18.2051,4.5193,106.2675,299.7993,1.2096,0g,1.2096,35.4225,16.868,1.1808,False,"Chicken Breast Split Fresh 7 oz 44# Avg (Chicken), Zesty Golden Italian Dressing (Water, Vinegar, Soybean Oil, Sugar, Salt, Contains Less Than 2% Of Dried Garlic, Xanthan Gum, Spices, Dried Onions, Dried Red Bell Peppers, Paprika, Beta-Carotene (Color), Potassium Sorbate And Calcium Disodium EDTA (To Protect Flavor).), Italian Seasoning",['Soy']
52fe7952-1487-471f-b83a-e0338b5848cd,Fajita Seasoned Beef,4 oz Serving,156.7799,9.6107,2.2779,34.3286,238.1939,0.9056,0.303,0.3607,16.1686,2.9001,1.5303,False,"Beef Strip 2"" x 1/2"" x 1/4"" (90% Or Better Extra Lean Cuts Of Beef), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Spice Chili Powder Mild 18 oz (Chili Pepper And Other Spices, Salt, Garlic), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Granulated Sugar (Sugar.), Spice Paprika Spanish (Paprika), Garlic Seasoning (Garlic Powder.), Spice Ancho Chili Powder 16 oz (Dried Ancho Chiles), Onion Powder (Dehydrated Onion), Ground Cumin (Cumin), Cayenne Pepper (Red Pepper)",[]
d9f8fb53-dcba-4dee-b786-c6059fe77268,Thai Herb Salad,Ounce,6.1128,0.1446,0.0052,0mg,11.7652,0.9212,0.6804,0.2009,0.6203,23.6538,0.5448,True,"Cilantro (Cilantro), Thai Basil (Basil.), Herb Mint 1# (Fresh Mint)","['Vegetarian', 'Vegan']"
3f21ebca-b9ac-49ba-8f83-7a708baeec88,Thai Basil,Ounce,6.5204,0.1814,0.0116,0mg,1.134,0.7513,0.4536,0.085,0.893,50.1786,0.8987,True,Basil.,"['Vegetarian', 'Vegan']"
1da26bb4-2c26-443a-8212-f4a726958c0b,Hot Dog Bun,Bun,108.783,1.4834,0g,0mg,187.8979,20.7677,0.9889,1.9779,2.9668,39.5575,0.9889,True,"Enriched Flour [Unbleached Wheat Flour, Malted Barley Flour, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Folic Acid], Water, High Fructose Corn Syrup, Yeast, Wheat Gluten, Soybean Oil, Salt, Calcium Propionate (A Preservative), Vinegar, Monoglycerides, Wheat Starch, Sodium Stearoyl Lactylate, Calcium Sulfate, Calcium Phosphate, Ascorbic Acid, Sesame.","['Gluten', 'Sesame', 'Soy', 'Vegetarian', 'Vegan', 'Wheat']"
c08358de-ace0-48d2-a99d-e95c017f27ba,Hush Puppies,Hush Puppy,48.8484,1.7446,0.1745,0mg,136.0776,6.9783,0.3489,0.6978,0.6978,8.0251,0.3489,True,"Hush Puppies Plain Original 2 x 5# (Onion, Enriched Yellow Corn Meal (Yellow Corn Meal, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Soybean Oil, Sugar, Contains Less Than 2% Or Less: Buttermilk, Salt, Leavening (Sodium Aluminum Phosphate, Sodium Bicarbonate), Spice, Dried Parsley, Guar Gum, Soy, And Eggs.)","['Eggs', 'Gluten', 'Milk', 'Soy', 'Vegetarian', 'Wheat']"
fff68aee-07e5-4a72-991f-7fe9ac09149e,Sauerkraut with Caraway Seed,1/2 Cup Serving,20.6005,0.1547,0.0351,0mg,619.0816,4.63,2.8633,1.9227,0.9422,30.3054,1.4085,True,"Sauerkraut 6 x #10 (Prepared Cabbage, Water, Salt.), Yellow Onion, Spice Caraway Seed 16 oz.","['Vegetarian', 'Vegan']"
f0df9656-4750-4d8d-a4c9-08f3386f5f33,Barbecue Pork Loin,4 oz Serving,297.1133,12.4821,3.4355,75.303,529.8036,16.9552,0.2482,15.1107,25.9509,8.6394,1.2126,False,"Pork Loin Bnls Canadian Back 48# Avg (Boneless Pork Loins), Ken's Cannonball BBQ Sauce (Sugar, Distilled Vinegar, Water, Tomato Paste, Molasses, Modified Potato Starch, Salt, Contains Less Than 2% Of Natural Smoke Flavor, Mustard Flour, Spice, Paprika, Onion, Garlic, Caramel Color, Maltodextrin, Chili Powder (Chili Pepper, Spice, Salt, Garlic), Autolyzed Yeast Extract, Natural Flavor.), Ken's Cannonball BBQ Sauce (Sugar, Distilled Vinegar, Water, Tomato Paste, Molasses, Modified Potato Starch, Salt, Contains Less Than 2% Of Natural Smoke Flavor, Mustard Flour, Spice, Paprika, Onion, Garlic, Caramel Color, Maltodextrin, Chili Powder (Chili Pepper, Spice, Salt, Garlic), Autolyzed Yeast Extract, Natural Flavor.), Brown Sugar (Sugar, Cane Molasses), Princess Dry Rub (Brown Sugar (Sugar, Cane Molasses), Seasoned Salt Lawry's (Salt, Sugar, Spices (Including Paprika And Tumeric), Onion, Cornstarch, Garlic, Tricalcium Phosphate (Prevents Caking), Natural Flavor, Paprika Oleoresin (For Color).), Spice Paprika Spanish (Paprika), Onion Powder (Dehydrated Onion), Spice Chipotle Powder 1.5# (Chipotle Chile Peppers And Silicon Dioxide.), Spice Pepper Black Ground 18 oz (Black Pepper), Spice Mustard Ground, Spice Ginger Ground, Cayenne Pepper (Red Pepper), Spice Allspice), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.)",[]
f831558f-c085-4a87-bdb5-77940ce3ca80,Tofu Baked Cubes Korean,Ounce,25.5717,1.1204,0.1707,0mg,89.9551,1.8079,0.2866,1.2005,2.1561,23.1998,0.319,True,"Tofu (Non-GMO Soybeans, Water, Calcium Sulfate, Glucono Delta Lactone (GDL).), Sauce Taco Korean (Sauce Soy Tamari GF (Water, Soybeans, Salt, Alcohol (To Preserve Freshness).), Brown Sugar (Sugar, Cane Molasses), Sauce Garlic Chili 3x1 Gal (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate And Sodium Bisulfate As Preservatives, And Xanthan Gum.), Garlic Chopped (Minced Garlic (Peeled Garlic)), Oil Sesame 6 x 61 oz (100% Pure Sesame Oil.), Ginger Root 30# Case (Ginger Root.), Crushed Red Pepper (Crushed Red Pepper))","['Sesame', 'Soy', 'Vegetarian', 'Vegan']"
34f914df-81af-48e5-bba6-deb9ba5aef26,Chicken Enchilada,Enchilada,167.089,7.2644,3.8119,27.7899,402.1235,16.4223,2.8766,1.6118,9.1399,194.634,0.9409,False,"Enchilada Chicken BB 1.75oz (Stone Ground Corn Masa Flour (With Trace Of Lime), Water, Cooked Chicken Meat, Salsa (Tomatoes [Diced Tomatoes, Tomato Puree, Citric Acid], Roasted Jalapeno Pepper, Water, Onions, Tomato Paste, Salt, Distilled Vinegar, Dehydrated Garlic, Sugar, Natural Flavors), Onions, Green Chile Peppers (Green Chiles, Citric Acid), Textured Vegetable Protein (Soy Flour). Contains Less Than 2% Of: Jalapeno Peppers (Jalapenos, Vinegar, Salt, Acetic Acid), Ancho Chili Base (Chili Peppers, Dried Onion, Garlic, Yeast Extract, Salt, Spices, Beef Extract, Citric Acid), Seasoning (Spices And Dehydrated Garlic), Wheat Flour, Modified Food Starch, Cellulose Gum, Salt, Guar Gum.), Sauce Enchilada 6/#10 (Tomato Puree (Water, Tomato Paste), Water, Less Than 2% Of: Modified Food Starch, Spices, Citric Acid, Dehydrated Onion, Dehydrated Garlic, Salt, Natural Flavor.), Shredded Cheddar & Mont. Jack Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes And Annatto (A Natural Vegetable Color) Cellulose Added To Prevent Caking.), Diced Tomatoes (Tomato), Sliced Black Olives (Olives, Water, Salt And Ferrous Gluconate (Color Stabilizer).), Green Onion (Onion Green), Shredded Lettuce (Lettuce), Cilantro (Cilantro)","['Gluten', 'Milk', 'Soy', 'Wheat']"
aeffd50c-7541-424f-b667-9eb5620f1aae,Smoked Baby Back Ribs,Piece,132.0618,7.7043,1.6398,40.0545,346.0703,0.6925,0.0709,0g,14.0767,18.8359,0.4946,False,"Pork Rib Baby Back 2.0 Up 3 Pc 28# AvgCs, Spice Rib & Brisket Rub (Blended Of Salt, Sugar, Spices, Chili Powder (Chili Pepper, Spices, Salt, Garlic Powder), Garlic Powder, Disodium Inosinate Guanylate, And Less Than 2% Silicon Dioxide Added To Prevent Caking.)",[]
92f0499a-f2b8-4f11-8d9f-bf4ec1bb4bbc,Chipotle Ranch Sauce,Tablespoon,67.561,7.2036,1.1194,3.1612,119.2238,0.3602,0.0001,0.3084,0.2535,7.2216,0.0143,True,"Hidden Valley Ranch Dressing (Mayonnaise (Soybean Oil, Vinegar, Eggs, Water, Salt, Egg Yolks, Sugar, Calcium Disodium EDTA (To Protect Flavor), Dried Garlic, Dried Onions, Natural Flavor.), Milk Buttermilk 1/2 Gallon (Cultured Lowfat Milk, Nonfat Milk, Modified Corn Starch, Locust Bean Gum, Carrageenan, Salt, Sodium Citrate, Vitamin A Palmitate & D3 Added, Enzymes.), Dressing Mix Ranch Hidden Valley (Salt, Monosodium Glutamate, Dried Garlic, Modified Corn Starch, Spices, Dried Onion, Maltodextrin, Less Than 2% Of: Natural Flavor (Milk, Soy), Guar Gum, Calcium Stearate.)), Pepper Chipotle in Adobo 12oz Can (Water, Tomato Paste, Dried Chipotle Peppers, Distilled Vinegar, Corn Oil, Less Than 2% Of Iodized Salt (Contains Potassium Iodate), Corn Starch, Onion Powder, Garlic Powder, Spices.)","['Eggs', 'Milk', 'Soy', 'Vegetarian']"
dfd22ebf-950f-4687-89b7-9de380c4604b,Cherry Italian Ice,Each,76.88,0g,0g,0mg,9.61,19.2201,0g,15.376,0g,,,True,"Micron Filtered Water, Sugar, Corn Syrup, Cherry Juice Concentrate, Natural Flavor, Citric Acid, Xanthan Gum, Ascorbic Acid (Vitamin C), And Beet Juice (For Color).","['Vegetarian', 'Vegan']"
435fd2a7-fd1c-4334-b9cc-50df78337bf5,Roasted Autumn Carrots,1/2 Cup Serving,118.0032,7.4728,0.5634,0mg,416.8382,11.8671,4.2405,6.6482,1.0024,51.7802,1.4216,True,"Baby Carrots (Carrots), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Herb Parsley 60 Ct. (Parsley), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Spice Fennel Seed 14 oz (Fennel Seeds), Ginger Root 30# Case (Ginger Root.), Spice Coriander Ground 16 oz (Coriander), Ground Cinnamon, Ground Nutmeg","['Vegetarian', 'Vegan']"
287e6ce2-7e52-400c-acc4-8775edb5ce37,Pancakes,2 Per Serving,233.328,4.6665,1.1667,11.6663,501.6549,43.1657,1.1667,8.1666,5.8332,34.9991,2.3333,True,"Water (Water), Pancake Mix Buttermilk (Enriched Flour Bleached (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Degermed Yellow Corn Meal, Dextrose, Modified Whey, Sugar, Soybean Oil, Leavening (Baking Soda, Sodium Aluminum Phosphate), Defatted Soy Flour, Palm Oil, Buttermilk, Salt, Egg Yolk With Sodium Silicoaluminate, Soy Lecithin, Potassium Chloride, Citric Acid, Annatto And Turmeric Extract Color.)","['Eggs', 'Gluten', 'Milk', 'Soy', 'Vegetarian', 'Wheat']"
a9d5b3b0-f79d-4917-ae30-0dd4b956ec83,Yellow Onion,1/4 Cup Serving,13.7353,0.4289,0.1957,0.7229,47.4712,2.3832,0.3374,1.1109,0.3229,5.3014,0.0578,True,Yellow Onion,"['Vegetarian', 'Vegan']"
1a1158a8-fdb8-49d1-a209-25d1645d8aee,Fire Braised Chicken,2 oz Serving,81.6061,3.7665,0.9416,53.3578,169.4895,0g,0g,0g,11.2993,,0.4519,False,"Chicken Thigh Bnls Sknls Fire Braise (Chicken Thigh Meat, Water, Contains 2 Or Less Of Spices, Salt, Flavoring, Paprika, Olive Oil, Xanthan Gum.)",[]
3a958188-1950-461c-8ed2-a8821a754ac7,Thai Red Curry Sauce,1/2 Cup,150.2883,9.6804,8.2974,0mg,1221.0436,11.8353,1.5947,9.2546,3.3637,28.7004,2.2254,False,"Milk Coconut 6 x #10 (Coconut Milk, Water, Polysorbate 60, Guar Gum, Sodium Carboxyl Methyl Cellulose, Sodium Metabisulfite (Preservative).), Water (Water), Paste Curry Red 35 oz (Garlic, Dried Red Chili, Lemongrass, Shallot, Salt, Galangal, Shrimp Paste (Shrimp, Salt), Kaffir Lime Peel, Pepper), Brown Sugar (Sugar, Cane Molasses), Fish Sauce (Anchovy Extract (Fish), Salt, Water, Sugar, Hydrolyzed Vegetable Protein (Corn).), Food Color Liquid Egg Shade Yellow (Water, Propylene Glycol, Yellow 5, And Propylparaben (Preservative).), Food Color Liquid Red Pint (Water, Propylene Glycol, Red 40, Red 3, And Propylparaben (Preservative).)","['Coconut', 'Fish', 'Shellfish']"
fa8517af-2e12-4c36-9204-13c22234394d,Grey Poupon Mustard,Tablespoon,14.1747,0g,0g,0mg,326.0192,0g,0g,0g,0g,,,True,"Distilled White Vinegar, Mustard Seed, Water, Salt, White Wine, Citric Acid, Tartaric Acid, Fruit Pectin, Sugar, Spices.","['Vegetarian', 'Vegan']"
34b0b291-6e69-4e6d-9038-caabc3a65aef,Fall Roasted Root Vegetables,4 oz Serving,110.1903,0.2889,0.0499,0mg,143.6584,25.5,5.1028,11.0643,2.3243,57.1471,0.9381,True,"Potato Sweet Diced 1/2"" 2 x 15# (Potato), Beets (Beets.), Parsnip 20#, Turnip Medium, Rutabaga 25# (Raw Rutabaga.), Carrots Bulk Jumbo 50# (Carrots), Pancake Syrup (Corn Syrup, Water, Natural And Artificial Maple Flavor, Salt, Carboxymethyl Cellulose, Sodium Benzoate And Potassium Sorbate (As Preservatives), Caramel Color.), Vinegar Apple Cider (Made From The Juices Of Apples, Diluted With Water To A Uniform Pickling And Table Strength Of 5% (50 Grains) Acidity.), Grey Poupon Mustard (Distilled White Vinegar, Mustard Seed, Water, Salt, White Wine, Citric Acid, Tartaric Acid, Fruit Pectin, Sugar, Spices.), Garlic Chopped (Minced Garlic (Peeled Garlic)), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine), Spice Pepper Black Ground 18 oz (Black Pepper)","['Vegetarian', 'Vegan']"
3ff5f26c-cf42-4168-9508-6bfe9bba1e62,Vegan Mozzarella Shredded Cheese,Ounce,91.1234,6.0749,2.025,0mg,283.495,7.0874,1.0125,0g,1.0125,20.2497,0.3645,True,"Filtered Water, Tapioca Flour, Expeller Pressed Non-GMO Canola And/Or Safflower Oil, Coconut Oil, Pea Protein, Salt, Vegan Natural Flavours, Inactive Yeast, Vegetable Glycerin, Xanthan Gum, Citric Acid (Vegan, For Flavour), Titanium Dioxide (A Naturally Occurring Mineral).","['Coconut', 'Vegetarian', 'Vegan']"
b3d71414-03e8-4b4d-91b1-04cfc8698808,Waffle Fries,4 oz Serving,202.4963,9.4498,1.35,0mg,177.9949,28.3495,1.35,0g,2.7,13.4998,0.81,True,"Potato French Fry Waffle Lattice Cut 30# (Potatoes, Vegetable Oil (Soybean, Canola, And/Or Cottonseed), Contains Less Than 2% Of Dextrose, Disodium Dihydrogen Pyrophosphate (To Maintain Natural Flavor Color).), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine)","['Soy', 'Vegetarian', 'Vegan']"
9e25d795-02f8-4bf4-ac15-77f4aa620658,Lasagna Rollups with Alfredo Sauce,Roll Up,470.4644,30.4082,10.793,61.4819,1066.2493,35.3484,1.0022,6.1483,14.2335,316.7594,0.7216,True,"GF Alfredo Sauce (Cream, Skim Milk, Water, Parmesan And Asiago Cheese Blend With Flavor (Parmesan And Asiago Cheeses [Cultured Milk, Salt, Enzymes], Enzyme Modified Parmesan Cheese [Cultured Milk, Water, Salt, Enzymes], Whey, Salt), Soybean Oil, Canola Oil, 2% Or Less Of Modified Cornstarch, Salt, Romano Cheese Made From Cow's Milk Cultured Milk, Salt, Enzymes), Lactose, Spice, Xanthan Gum, Datem, Mono- And Diglycerides, Seasoning (Cornstarch, Extractives Of Turmeric And Annatto, Natural Flavor), Seasoning (Maltodextrin, Flavor, Enzyme Modified Butterfat).), Lasagna Rollup Cheese 3.5oz (Enriched Durum Flour (Durum Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Whole Milk Ricotta Cheese (Pasteurized Whey, Milk, Vinegar, Salt), Bread Crumbs (Wheat Flour, Yeast, Sugar, Salt), Imported Pecorino Romano Cheese (Sheep’s Milk, Rennet, Salt), Modified Food Starch, Black Pepper, Parsley.)","['Gluten', 'Milk', 'Soy', 'Vegetarian', 'Wheat']"
35bdcc08-5179-4579-9671-c134f59c0382,Sliced Onions,Slice,2.4097,0.006,0.0025,0mg,0.241,0.5627,0.1024,0.2554,0.0663,1.3856,0.0127,True,Yellow Onion,"['Vegetarian', 'Vegan']"
7f0930d8-0995-46ab-b55a-a836c580c0c1,Pumpkin Swirl Brownie,5x8 Cut Serving,185.3729,7.0966,2.1471,0mg,122.0389,27.4186,1.3676,18.8891,2.056,4.1985,1.4642,True,"Mix Brownie Gm (Sugar, Enriched Flour, Bleached (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Palm Oil, Cocoa Processed With Alkali, Soybean Oil. Contains 2% Or Less Of: Corn Starch, Egg White, Salt, Leavening (Baking Soda, Monocalcium Phosphate), Natural Flavor, Soy Flour, Nonfat Milk.), Canned Pumpkin (Pumpkin.), Water (Water), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Ground Cinnamon, Ground Nutmeg","['Eggs', 'Gluten', 'Milk', 'Soy', 'Vegetarian', 'Wheat']"
1dd15747-acfc-44cb-ab17-dbc0309a2d01,Sauerkraut,1/2 Cup Serving,17.7873,0.1311,0.0318,0mg,618.8111,4.0068,2.7149,1.6664,0.8519,28.0852,1.3762,True,"Sauerkraut 6 x #10 (Prepared Cabbage, Water, Salt.)","['Vegetarian', 'Vegan']"
59e40bb8-b764-4872-ae8f-4ee457128522,Pickled Red Onion and Jalapenos,Tablespoon,5.3811,0.044,0.0108,0mg,36.506,1.3508,0.4186,0.6132,0.1538,3.2074,0.0517,True,"Jalapeno Peppers (Jalapeno Pepper.), Vinegar Apple Cider (Made From The Juices Of Apples, Diluted With Water To A Uniform Pickling And Table Strength Of 5% (50 Grains) Acidity.), Red Onion, Limes 36 Ct. (Lime Fresh), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda)","['Vegetarian', 'Vegan']"
a5372e5f-e08d-4163-96a6-9e9cad6ce95f,Edamame,Tablespoon,10.3979,0.472,0.0546,0mg,1.0324,0.8149,0.3097,,0.9107,10.6929,0.1844,True,Edamame (Shelled Soybeans),"['Soy', 'Vegetarian', 'Vegan']"
91018895-f02e-4f9d-9107-0acf8b0dea4a,White Bread,24 oz Loaf,1781.9687,22.2744,0g,0mg,2895.6988,334.1189,22.2744,44.5495,44.5495,445.4923,22.2744,True,"Enriched Flour [Unbleached Wheat Flour, Malted Barley Flour, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Folic Acid], Water, High Fructose Corn Syrup, Yeast, Soybean Oil, Salt, Modified Whey, Vinegar, Wheat Starch, Monoglycerides, Wheat Protein Isolate, Calcium Propionate (A Preservative), Lactic Acid, Natural Flavors, Sodium Stearoyl Lactylate, Calcium Sulfate, Calcium Phosphate, Ascorbic Acid, Sesame.","['Gluten', 'Milk', 'Sesame', 'Soy', 'Vegetarian', 'Wheat']"
e6d7e974-c62d-43a6-bda3-6930763fdf85,Sauteed Mushrooms,2OZ LADLE,13.1738,0.7428,0.3033,0mg,120.537,0.2545,1.0283,0g,1.0283,,0.4627,True,"Mushroom Sliced (Mushrooms, Water, Salt, Citric Acid And/Or Ascorbic Acid.), Margarine (Vegetable Oil Blend (Palm Oil And Soybean Oil), Water, Salt, Contains Less Than 2% Of Soy Lecithin, Vegetable Mono Diglycerides, Potassium Sorbate (A Preservative), Citric Acid, Natural Artificial Flavor, Beta Carotene (Color), Vitamin A Palmitate Added, Whey.)","['Milk', 'Soy', 'Vegetarian']"
336e1b06-7076-4087-9494-8c907b4d0eea,Sweet And Sour Pork,3/4 Cup Serving,215.2675,8.4765,2.0068,33.1687,226.7621,24.245,1.0281,19.5245,10.8901,11.8802,0.8596,False,"Tempura Sweet and Sour Sauce (Juice Pineapple 100% 46 oz (Pineapple Juice, Ascorbic Acid (Vitamin C), Vitamin E And Vitamin A.), Ketchup (Tomato Concentrate, High Fructose Corn Syrup, Distilled Vinegar, Corn Syrup, Salt, Less Than 2% Of: Spice, Onion Powder, Natural Flavors.), Vinegar White, Granulated Sugar (Sugar.), Lemon Juice (Filtered Water, Lemon Juice Concentrate, Sodium Bisulfite (Preservative), Sodium Benzoate (Preservative), Lemon Oil), Water (Water), Gel Clear Instant Corn Starch 50# (Corn Starch.), Sauce Soy Tamari GF (Water, Soybeans, Salt, Alcohol (To Preserve Freshness).), Ginger Root 30# Case (Ginger Root.), Crushed Red Pepper (Crushed Red Pepper), Food Color Liquid Red Pint (Water, Propylene Glycol, Red 40, Red 3, And Propylparaben (Preservative).)), Pork Stir Fry 1/2"" (90% Or Better Extra Lean Pork), Pineapple Chunks (Pineapple, Clarified Pineapple Juice.), Green Pepper (Green Pepper), Red Pepper (Red Pepper), Yellow Onion, Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.)",['Soy']
c5f68629-1924-4e36-9a61-e9fd7c484aad,Honey,Tablespoon,61.3626,0g,0g,0mg,0mg,17.3861,0g,17.3861,0g,,,True,Honey,['Vegetarian']
6db4b903-d24c-4b24-a930-d49eb5f0fff6,Athenian Rice,1/2 Cup Serving,374.0365,5.406,2.3701,4.5358,565.5895,71.0573,0.7994,6.5761,9.7832,186.6786,4.246,True,"Rice White Long Grain Parboiled 25# (Enriched Parboiled Long Grain Rice (Parboiled Long Grain Rice, Vitamins And Minerals [Calcium (Calcium Carbonate), Iron (Iron Phosphate), Vitamin B1 (Thiamine Mononitrate), Folic Acid]).), Juice Apple 100% 60oz (Apple Juice (Filtered Water, Apple Juice From Concentrate)), Water (Water), Mushroom Sliced (Mushrooms, Water, Salt, Citric Acid And/Or Ascorbic Acid.), Yellow Onion, Grated Parmesan Cheese (Grated Parmesan (Pasteurized Cow’s Milk, Salt, Enzymes), Powdered Cellulose Added To Prevent Caking.), Margarine (Vegetable Oil Blend (Palm Oil And Soybean Oil), Water, Salt, Contains Less Than 2% Of Soy Lecithin, Vegetable Mono Diglycerides, Potassium Sorbate (A Preservative), Citric Acid, Natural Artificial Flavor, Beta Carotene (Color), Vitamin A Palmitate Added, Whey.), Lemon Juice (Filtered Water, Lemon Juice Concentrate, Sodium Bisulfite (Preservative), Sodium Benzoate (Preservative), Lemon Oil), Base Vegetable Mirepoix Sauteed 6 x 1# (Sauteed Vegetable Puree Mix (Carrots, Onions, Celery), Salt, Sugar, Maltodextrin, Corn Oil, Less Than 2% Of Yeast Extract, Water, Potato Starch, Xanthan Gum, Natural Flavors, Carrot Juice Concentrate.), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Granulated Sugar (Sugar.), Dill Weed, Spice Pepper Black Ground 18 oz (Black Pepper), Sweet Basil, Spice Bay Leaf Whole (Bay Leaf), Spice Cardamon Ground 20 oz, Oregano (Oregano)","['Milk', 'Soy', 'Vegetarian']"
9ae04007-d231-4a73-98fb-b6ddc3a436c2,Breakfast Red Potatoes,1/2 Cup Serving,94.7711,3.5999,0.6507,0mg,379.1615,14.9814,1.4585,0.9166,1.4243,5.7631,0.2748,True,"Potato Red B Size Quartered, Yellow Onion, Oil Liquid Butter Alternative Gal (Soybean Oil, Hydrogenated Soybean Oil, Salt, Soy Lecithin, Natural And Artificial Flavor, TBHQ And Citric Acid Added To Protect Flavor, Beta Carotene (Color), And Dimethylpolysiloxane Added To Reduce Foaming.), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine), Spice Paprika Spanish (Paprika), Spice Pepper Black Ground 18 oz (Black Pepper)","['Soy', 'Vegetarian', 'Vegan']"
c66beb09-33eb-44bc-8029-09a99b04ae9f,Baked Sweet Potato,Each,181.4358,0.3024,0.1048,0mg,72.5743,41.7504,6.6526,13.0634,4.0521,76.6062,1.391,True,Potato Sweet 90ct,"['Vegetarian', 'Vegan']"
